guid,id,name,Platform,Rating,Score,Action,Shooter,Adventure,Platformer,Shoot 'Em Up,Fighting,Driving/Racing,First-Person Shooter,Action-Adventure,Puzzle,Brawler,Strategy,Wrestling,Role-Playing,Light-Gun Shooter,Sports,Compilation,Boxing,Music/Rhythm,Baseball,Simulation,Vehicular Combat,Card Game,Golf,Football,Dual-Joystick Shooter,Soccer,Trivia/Board Game,Flight Simulator,Tennis,Hockey,Pinball,MMORPG,Real-Time Strategy,Block-Breaking,Basketball,Bowling,Minigame Collection,MOBA,Educational,Snowboarding/Skiing,Text Adventure,Fishing,Skateboarding,Gambling,Billiards,Track & Field,Fitness,Cricket
3030-73583,73583,Beyblade Burst: Battle Zero,Switch,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73584,73584,Neverout,Switch,E10+,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73587,73587,Them Bombs,Switch,,,,,,,,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73596,73596,Vectronom,Switch,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73601,73601,FIFA 20,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
3030-73679,73679,Jumanji: The Video Game,Switch,T,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73720,73720,Atelier Ryza: Ever Darkness & the Secret Hideout,Switch,T,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73722,73722,Harvest Moon: Mad Dash,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73724,73724,Omega Labyrinth Life,Switch,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73725,73725,Darksiders Genesis,Switch,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73728,73728,Just Dance 2020,Switch,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73732,73732,Neon Junctions,Switch,E,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73741,73741,Yooka-Laylee and the Impossible Lair,Switch,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73743,73743,Stunt Kite Party,Switch,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73744,73744,Captain Cat,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73750,73750,Road to Guangdong,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73751,73751,Unreal Life,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73757,73757,Super Real Mahjong PV,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
3030-73758,73758,Super Real Mahjong P7,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
3030-73763,73763,Blair Witch,Switch,M,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73764,73764,Spiritfarer,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73766,73766,LEGO Star Wars: The Skywalker Saga,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73777,73777,Pure Mahjong,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73778,73778,Rally Rock 'N Racing,Switch,E,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73789,73789,Gods & Monsters,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73799,73799,Circuit Superstars,Switch,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73805,73805,Space Invaders: Invincible Collection,Switch,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73808,73808,Trials of Mana,Switch,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73809,73809,Contra: Rogue Corps,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3030-73810,73810,No More Heroes III,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73811,73811,Panzer Dragoon,Switch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73812,73812,Empire of Sin,Switch,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73813,73813,The Legend of Zelda: Breath of the Wild Sequel (Working Title),Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73814,73814,Collection of Mana,Switch,,,,,,,,,,,Yes,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73815,73815,Baldo,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73817,73817,The Dark Crystal: Age of Resistance Tactics,Switch,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73818,73818,Lost Words: Beyond the Page,Switch,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73821,73821,Word Wheel by POWGI,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
3030-73823,73823,Red Siren: Space Defense,Switch,E10+,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73824,73824,Tiny Derby,Switch,E,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73825,73825,Happy Words,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73838,73838,SpongeBob SquarePants: Battle for Bikini Bottom – Rehydrated,Switch,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73842,73842,Soccer Pinball,Switch,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,
3030-73843,73843,PICO PARK,Switch,E,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73854,73854,Heroland,Switch,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73855,73855,BurgerTime Party!,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73877,73877,Infected Shelter,Switch,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73910,73910,Queen's Quest 4: Sacred Truce,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73954,73954,LongStory,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73965,73965,Citizens of Space,Switch,T,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73978,73978,Cybarian: The Time Travelling Warrior,Switch,E10+,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73982,73982,Genshin Impact,Switch,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-73991,73991,Arcade Racing Legends,Switch,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74064,74064,SolSeraph,Switch,E,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74067,74067,Hero Express,Switch,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74075,74075,Grass Cutter - Mutated Lawns,Switch,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74083,74083,Furwind,Switch,E10+,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74150,74150,NBA 2K20,Switch,E,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
3030-74158,74158,WRC 8 FIA World Rally Championship,Switch,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74165,74165,Monster Dynamite,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74167,74167,River City Girls,Switch,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74173,74173,Terror Squid,Switch,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74175,74175,The Mystery of Woolley Mountain,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74176,74176,One Piece: Pirate Warriors 4,Switch,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74216,74216,European Conqueror X,Switch,E10+,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74219,74219,Ice Age: Scrat’s Nutty Adventure,Switch,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74220,74220,Race With Ryan,Switch,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74237,74237,Bouncy Bullets,Switch,E,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74243,74243,Jet Lancer,Switch,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,
3030-74250,74250,Dead or School,Switch,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74260,74260,Gabbuchi,Switch,E,,Yes,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74290,74290,Deleveled,Switch,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74322,74322,Puzzle & Dragons Gold,Switch,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74323,74323,Super Real Mahjong Graffiti,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
3030-74332,74332,Picross: Lord of the Nazarick,Switch,T,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74355,74355,Scrap Rush!!,Switch,E,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74356,74356,Rolling Gunner,Switch,E10+,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74357,74357,Mochi Mochi Boy,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74358,74358,Tetsumo Party,Switch,T,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74384,74384,Dashing Dodgems,Switch,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74386,74386,Sky: Children of the Light,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74389,74389,Mini Trains,Switch,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74391,74391,Bring Them Home,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74422,74422,The Original Mobile Games,Switch,E,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74431,74431,Hoggy 2,Switch,E,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74436,74436,Must Dash Amigos,Switch,E,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74447,74447,Mighty Switch Force! Collection,Switch,E10+,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74494,74494,Garfield Kart: Furious Racing,Switch,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74495,74495,Ninja Jajamaru-kun Collection,Switch,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74498,74498,Super Wiloo Demake,Switch,E,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74499,74499,Shinobi Spirits S: Legend of Heroes,Switch,E,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74500,74500,Guacamelee! One-Two Punch Collection,Switch,E10+,,Yes,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74501,74501,Subdivision Infinity DX,Switch,E10+,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74513,74513,Driven Out ,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74538,74538,HeroVersus : The Legend of Ki Masters,Switch,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74539,74539,Super Star Blast,Switch,E,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74551,74551,Mable and The Wood,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74556,74556,Knightin'+,Switch,E10+,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74557,74557,Under Night In-Birth Exe:Late[cl-r],Switch,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74594,74594,Grandia HD Collection,Switch,E10+,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74597,74597,Those Who Remain,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74598,74598,"Cook, Serve, Delicious! 3?!",Switch,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74599,74599,The Last Spell,Switch,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74624,74624,PictoQuest,Switch,E10+,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74629,74629,Kine,Switch,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74638,74638,The Coma 2: Vicious Sisters,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74639,74639,Wintermoor Tactics Club,Switch,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74640,74640,A Sound Plan,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74643,74643,Sail Forth,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74647,74647,Weakless,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74649,74649,Still There,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74650,74650,Grand Brix Shooter,Switch,E,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74680,74680,Tactics V: Obsidian Brigade,Switch,E10+,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74693,74693,Bubble Bobble 4 Friends,Switch,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74694,74694,Nebulas Lasso,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74695,74695,Gravity Duck,Switch,E,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74714,74714,Whipseey and the Lost Atlas,Switch,E,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74716,74716,Headspun,Switch,T,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74734,74734,In Other Waters,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74746,74746,Eliza,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74787,74787,Little Nightmares II,Switch,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74788,74788,Port Royale 4,Switch,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74794,74794,Pantsu Hunter: Back to the 90s,Switch,T,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74809,74809,Secret Game: Killer Queen,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74811,74811,Some Distant Memory,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74830,74830,Georifters,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74832,74832,Bookbound Brigade,Switch,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74836,74836,Greak: Memories of Azur,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74839,74839,A Rat's Quest: The Way Back Home,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74846,74846,Immortal Realms: Vampire Wars,Switch,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74901,74901,Obakeidoro!,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74914,74914,River City Melee Mach!!,Switch,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74915,74915,Mega Man Zero/ZX Legacy Collection,Switch,T,,,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74919,74919,Toki Tori Collection,Switch,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74921,74921,Warriors Orochi 4 Ultimate,Switch,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74922,74922,Disney Classic Games: Aladdin and The Lion King,Switch,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74923,74923,Shovel Knight Dig,Switch,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74925,74925,Boreal Blade,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74926,74926,Jet Kave Adventure,Switch,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74931,74931,Everdark Tower,Switch,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74935,74935,Archlion Saga,Switch,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74939,74939,Oniken + Odallus Collection,Switch,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74946,74946,Hatsune Miku: Project Diva Mega Mix,Switch,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74947,74947,Jay and Silent Bob: Mall Brawl,Switch,E10+,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74949,74949,Groove Coaster: Wai Wai Party!!!!,Switch,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74980,74980,Inbento,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-74983,74983,Brunch Club,Switch,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75034,75034,Street Outlaws: The List,Switch,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75037,75037,Polyroll,Switch,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75047,75047,Puzzle Quest: The Legend Returns,Switch,E10+,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75049,75049,Super Kirby Clash,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75050,75050,Deadly Premonition 2: A Blessing in Disguise,Switch,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75051,75051,Rogue Company,Switch,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75054,75054,"Momotarō Dentetsu: Shōwa, Heisei, Reiwa mo Teiban!",Switch,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75057,75057,Fairy Tail,Switch,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75067,75067,Ghost Parade,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75074,75074,"Stay Cool, Kobayashi-san! A River City Ransom Story",Switch,E10+,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75078,75078,La-Mulana 1 & 2,Switch,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75084,75084,Xenoblade Chronicles: Definitive Edition,Switch,T,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75122,75122,Xeno Crisis,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3030-75134,75134,Throne Quest,Switch,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75135,75135,Zombieland: Double Tap - Road Trip,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3030-75153,75153,Rock of Ages 3: Make & Break,Switch,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75158,75158,Super Dodgeball Beats,Switch,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75161,75161,Alder's Blood ,Switch,,,,,Yes,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75163,75163,Ring Fit Adventure,Switch,E,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,
3030-75170,75170,Umihara Kawase Bazooka!!,Switch,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75172,75172,R-Type Final 2,Switch,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75188,75188,The Unicorn Princess,Switch,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75197,75197,Crossniq+,Switch,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-75201,75201,Rebel Cops,Switch,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
